_id,startTime,endTime,instrument,instrument_id,ins_id_ex
65868f78f30b23a817daa098,2022-04-25,2022-08-18,EG,EG2209,eg2209
65868f78f30b23a817daa099,2022-08-19,2022-12-16,EG,EG2301,eg2301
65868f78f30b23a817daa09a,2022-12-19,2023-04-14,EG,EG2305,eg2305
65868f78f30b23a817daa09b,2023-04-17,2023-08-17,EG,EG2309,eg2309
65868f78f30b23a817daa09c,2023-08-18,2023-12-14,EG,EG2401,eg2401
65868f78f30b23a817daa09d,2023-12-15,2024-04-18,EG,EG2405,eg2405
65868f78f30b23a817daa09e,2012-12-03,2012-12-03,FG,FG1303,FG303
65868f78f30b23a817daa09f,2012-12-04,2013-01-29,FG,FG1305,FG305
65868f78f30b23a817daa0a0,2013-01-30,2013-06-20,FG,FG1309,FG309
65868f78f30b23a817daa0a1,2013-06-21,2013-10-30,FG,FG1401,FG401
65868f78f30b23a817daa0a2,2013-10-31,2014-03-17,FG,FG1405,FG405
65868f78f30b23a817daa0a3,2014-03-18,2014-07-10,FG,FG1409,FG409
65868f78f30b23a817daa0a4,2014-07-11,2014-11-14,FG,FG1501,FG501
65868f78f30b23a817daa0a5,2014-11-17,2015-04-07,FG,FG1506,FG506
65868f78f30b23a817daa0a6,2015-04-08,2015-08-07,FG,FG1509,FG509
65868f78f30b23a817daa0a7,2015-08-10,2015-12-01,FG,FG1601,FG601
65868f78f30b23a817daa0a8,2015-12-02,2016-04-06,FG,FG1605,FG605
65868f78f30b23a817daa0a9,2016-04-07,2016-08-11,FG,FG1609,FG609
65868f78f30b23a817daa0aa,2016-08-12,2016-12-02,FG,FG1701,FG701
65868f78f30b23a817daa0ab,2016-12-05,2017-04-11,FG,FG1705,FG705
65868f78f30b23a817daa0ac,2017-04-12,2017-08-09,FG,FG1709,FG709
65868f78f30b23a817daa0ad,2017-08-10,2017-11-28,FG,FG1801,FG801
65868f78f30b23a817daa0ae,2017-11-29,2018-04-10,FG,FG1805,FG805
65868f78f30b23a817daa0af,2018-04-11,2018-08-08,FG,FG1809,FG809
65868f78f30b23a817daa0b0,2018-08-09,2018-12-12,FG,FG1901,FG901
65868f78f30b23a817daa0b1,2018-12-13,2019-04-11,FG,FG1905,FG905
65868f78f30b23a817daa0b2,2019-04-12,2019-08-09,FG,FG1909,FG909
65868f78f30b23a817daa0b3,2019-08-12,2019-12-09,FG,FG2001,FG001
65868f78f30b23a817daa0b4,2019-12-10,2020-03-31,FG,FG2005,FG005
65868f78f30b23a817daa0b5,2020-04-01,2020-07-31,FG,FG2009,FG009
65868f78f30b23a817daa0b6,2020-08-03,2020-12-10,FG,FG2101,FG101
65868f78f30b23a817daa0b7,2020-12-11,2021-04-06,FG,FG2105,FG105
65868f78f30b23a817daa0b8,2021-04-07,2021-07-23,FG,FG2109,FG109
65868f78f30b23a817daa0b9,2021-07-26,2021-12-09,FG,FG2201,FG201
65868f78f30b23a817daa0ba,2021-12-10,2022-03-15,FG,FG2205,FG205
65868f78f30b23a817daa0bb,2022-03-16,2022-08-08,FG,FG2209,FG209
65868f78f30b23a817daa0bc,2022-08-09,2022-12-09,FG,FG2301,FG301
65868f78f30b23a817daa0bd,2022-12-12,2023-04-04,FG,FG2305,FG305
65868f78f30b23a817daa0be,2023-04-06,2023-08-07,FG,FG2309,FG309
65868f78f30b23a817daa0bf,2023-08-08,2023-12-05,FG,FG2401,FG401
65868f78f30b23a817daa0c0,2023-12-06,2024-04-01,FG,FG2405,FG405
65868f78f30b23a817daa0e4,2018-07-16,2018-11-19,FU,FU1901,fu1901
65868f78f30b23a817daa0e5,2018-11-20,2019-04-04,FU,FU1905,fu1905
65868f78f30b23a817daa0e6,2019-04-08,2019-07-15,FU,FU1909,fu1909
65868f78f30b23a817daa0e7,2019-07-16,2019-11-27,FU,FU2001,fu2001
65868f78f30b23a817daa0e8,2019-11-28,2020-03-25,FU,FU2005,fu2005
65868f78f30b23a817daa0e9,2020-03-26,2020-08-06,FU,FU2009,fu2009
65868f78f30b23a817daa0ea,2020-08-07,2020-12-04,FU,FU2101,fu2101
65868f78f30b23a817daa0eb,2020-12-07,2021-04-06,FU,FU2105,fu2105
65868f78f30b23a817daa0ec,2021-04-07,2021-08-06,FU,FU2109,fu2109
65868f78f30b23a817daa0ed,2021-08-09,2021-11-30,FU,FU2201,fu2201
65868f78f30b23a817daa0ee,2021-12-01,2022-04-01,FU,FU2205,fu2205
65868f78f30b23a817daa0ef,2022-04-06,2022-07-29,FU,FU2209,fu2209
65868f78f30b23a817daa0f0,2022-08-01,2022-12-05,FU,FU2301,fu2301
65868f78f30b23a817daa0f1,2022-12-06,2023-03-31,FU,FU2305,fu2305
65868f78f30b23a817daa0f2,2023-04-03,2023-08-14,FU,FU2309,fu2309
65868f78f30b23a817daa0f3,2023-08-15,2023-08-29,FU,FU2311,fu2311
65868f78f30b23a817daa0f4,2023-08-30,2023-12-06,FU,FU2401,fu2401
65868f78f30b23a817daa0f5,2023-12-07,2024-01-22,FU,FU2403,fu2403
65868f78f30b23a817daa0f6,2014-03-21,2014-03-21,HC,HC1407,hc1407
65868f78f30b23a817daa0f7,2014-03-24,2014-08-29,HC,HC1410,hc1410
65868f78f30b23a817daa0f8,2014-09-01,2014-12-18,HC,HC1501,hc1501
65868f78f30b23a817daa0f9,2014-12-19,2015-04-07,HC,HC1505,hc1505
65868f78f30b23a817daa0fa,2015-04-08,2015-07-28,HC,HC1510,hc1510
65868f78f30b23a817daa0fb,2015-07-29,2015-11-30,HC,HC1601,hc1601
65868f78f30b23a817daa0fc,2015-12-01,2016-04-13,HC,HC1605,hc1605
65868f78f30b23a817daa0fd,2016-04-14,2016-09-01,HC,HC1610,hc1610
65868f78f30b23a817daa0fe,2016-09-02,2016-11-29,HC,HC1701,hc1701
65868f78f30b23a817daa0ff,2016-11-30,2017-03-28,HC,HC1705,hc1705
65868f78f30b23a817daa100,2017-03-29,2017-08-10,HC,HC1710,hc1710
65868f78f30b23a817daa101,2017-08-11,2017-11-24,HC,HC1801,hc1801
65868f78f30b23a817daa102,2017-11-27,2018-04-04,HC,HC1805,hc1805
65868f78f30b23a817daa103,2018-04-09,2018-08-20,HC,HC1810,hc1810
65868f78f30b23a817daa104,2018-08-21,2018-11-28,HC,HC1901,hc1901
65868f78f30b23a817daa105,2018-11-29,2019-04-09,HC,HC1905,hc1905
65868f78f30b23a817daa106,2019-04-10,2019-08-26,HC,HC1910,hc1910
65868f78f30b23a817daa107,2019-08-27,2019-12-13,HC,HC2001,hc2001
65868f78f30b23a817daa108,2019-12-16,2020-03-25,HC,HC2005,hc2005
65868f78f30b23a817daa109,2020-03-26,2020-09-02,HC,HC2010,hc2010
65868f78f30b23a817daa10a,2020-09-03,2020-12-08,HC,HC2101,hc2101
65868f78f30b23a817daa10b,2020-12-09,2021-04-07,HC,HC2105,hc2105
65868f78f30b23a817daa10c,2021-04-08,2021-08-18,HC,HC2110,hc2110
65868f78f30b23a817daa10d,2021-08-19,2021-12-02,HC,HC2201,hc2201
65868f78f30b23a817daa10e,2021-12-03,2022-03-30,HC,HC2205,hc2205
65868f78f30b23a817daa10f,2022-03-31,2022-08-31,HC,HC2210,hc2210
65868f78f30b23a817daa110,2022-09-01,2022-12-02,HC,HC2301,hc2301
65868f78f30b23a817daa111,2022-12-05,2023-04-04,HC,HC2305,hc2305
65868f78f30b23a817daa112,2023-04-06,2023-08-31,HC,HC2310,hc2310
65868f78f30b23a817daa113,2023-09-01,2023-11-30,HC,HC2401,hc2401
65868f78f30b23a817daa114,2023-12-01,2024-03-28,HC,HC2405,hc2405
65868f78f30b23a817daa115,2013-10-18,2013-10-18,I,I1403,i1403
65868f78f30b23a817daa116,2013-10-21,2014-02-28,I,I1405,i1405
65868f78f30b23a817daa117,2014-03-03,2014-07-22,I,I1409,i1409
65868f78f30b23a817daa118,2014-07-23,2014-10-22,I,I1501,i1501
65868f78f30b23a817daa119,2014-10-23,2015-03-06,I,I1505,i1505
65868f78f30b23a817daa11a,2015-03-09,2015-07-21,I,I1509,i1509
65868f78f30b23a817daa11b,2015-07-22,2015-11-23,I,I1601,i1601
65868f78f30b23a817daa11c,2015-11-24,2016-03-18,I,I1605,i1605
65868f78f30b23a817daa11d,2016-03-21,2016-08-10,I,I1609,i1609
65868f78f30b23a817daa11e,2016-08-11,2016-11-25,I,I1701,i1701
65868f78f30b23a817daa11f,2016-11-28,2017-03-22,I,I1705,i1705
65868f78f30b23a817daa120,2017-03-23,2017-07-31,I,I1709,i1709
65868f78f30b23a817daa121,2017-08-01,2017-11-22,I,I1801,i1801
65868f78f30b23a817daa122,2017-11-23,2018-04-03,I,I1805,i1805
65868f78f30b23a817daa123,2018-04-04,2018-08-07,I,I1809,i1809
65868f78f30b23a817daa124,2018-08-08,2018-11-29,I,I1901,i1901
65868f78f30b23a817daa125,2018-11-30,2019-04-08,I,I1905,i1905
65868f78f30b23a817daa126,2019-04-09,2019-07-31,I,I1909,i1909
65868f78f30b23a817daa127,2019-08-01,2019-12-05,I,I2001,i2001
65868f78f30b23a817daa128,2019-12-06,2020-03-30,I,I2005,i2005
65868f78f30b23a817daa129,2020-03-31,2020-08-10,I,I2009,i2009
65868f78f30b23a817daa12a,2020-08-11,2020-12-04,I,I2101,i2101
65868f78f30b23a817daa12b,2020-12-07,2021-03-31,I,I2105,i2105
65868f78f30b23a817daa12c,2021-04-01,2021-08-04,I,I2109,i2109
65868f78f30b23a817daa12d,2021-08-05,2021-11-30,I,I2201,i2201
65868f78f30b23a817daa12e,2021-12-01,2022-03-28,I,I2205,i2205
65868f78f30b23a817daa12f,2022-03-29,2022-08-05,I,I2209,i2209
65868f78f30b23a817daa130,2022-08-08,2022-12-05,I,I2301,i2301
65868f78f30b23a817daa131,2022-12-06,2023-04-04,I,I2305,i2305
65868f78f30b23a817daa132,2023-04-06,2023-08-03,I,I2309,i2309
65868f78f30b23a817daa133,2023-08-04,2023-12-07,I,I2401,i2401
65868f78f30b23a817daa134,2023-12-08,2024-03-27,I,I2405,i2405
65868f78f30b23a817daa135,2015-04-16,2015-05-13,IC,IC1505,IC1505
65868f78f30b23a817daa136,2015-05-14,2015-06-17,IC,IC1506,IC1506
65868f78f30b23a817daa137,2015-06-18,2015-07-15,IC,IC1507,IC1507
65868f78f30b23a817daa138,2015-07-16,2015-08-19,IC,IC1508,IC1508
65868f78f30b23a817daa139,2015-08-20,2015-09-17,IC,IC1509,IC1509
65868f78f30b23a817daa13a,2015-09-18,2015-10-15,IC,IC1510,IC1510
65868f78f30b23a817daa13b,2015-10-16,2015-11-18,IC,IC1511,IC1511
65868f78f30b23a817daa13c,2015-11-19,2015-12-17,IC,IC1512,IC1512
65868f78f30b23a817daa13d,2015-12-18,2016-01-14,IC,IC1601,IC1601
65868f78f30b23a817daa13e,2016-01-15,2016-02-17,IC,IC1602,IC1602
65868f78f30b23a817daa13f,2016-02-18,2016-03-17,IC,IC1603,IC1603
65868f78f30b23a817daa140,2016-03-18,2016-04-14,IC,IC1604,IC1604
65868f78f30b23a817daa141,2016-04-15,2016-05-18,IC,IC1605,IC1605
65868f78f30b23a817daa142,2016-05-19,2016-06-16,IC,IC1606,IC1606
65868f78f30b23a817daa143,2016-06-17,2016-07-14,IC,IC1607,IC1607
65868f78f30b23a817daa144,2016-07-15,2016-08-17,IC,IC1608,IC1608
65868f78f30b23a817daa145,2016-08-18,2016-09-14,IC,IC1609,IC1609
65868f78f30b23a817daa146,2016-09-19,2016-10-19,IC,IC1610,IC1610
65868f78f30b23a817daa147,2016-10-20,2016-11-14,IC,IC1611,IC1611
65868f78f30b23a817daa148,2016-11-15,2016-12-14,IC,IC1612,IC1612
65868f78f30b23a817daa149,2016-12-15,2017-01-18,IC,IC1701,IC1701
65868f78f30b23a817daa14a,2017-01-19,2017-02-13,IC,IC1702,IC1702
65868f78f30b23a817daa14b,2017-02-14,2017-03-15,IC,IC1703,IC1703
65868f78f30b23a817daa14c,2017-03-16,2017-04-20,IC,IC1704,IC1704
65868f78f30b23a817daa14d,2017-04-21,2017-05-16,IC,IC1705,IC1705
65868f78f30b23a817daa14e,2017-05-17,2017-06-14,IC,IC1706,IC1706
65868f78f30b23a817daa14f,2017-06-15,2017-07-20,IC,IC1707,IC1707
65868f78f30b23a817daa150,2017-07-21,2017-08-15,IC,IC1708,IC1708
65868f78f30b23a817daa151,2017-08-16,2017-09-14,IC,IC1709,IC1709
65868f78f30b23a817daa152,2017-09-15,2017-10-19,IC,IC1710,IC1710
65868f78f30b23a817daa153,2017-10-20,2017-11-14,IC,IC1711,IC1711
65868f78f30b23a817daa154,2017-11-15,2017-12-14,IC,IC1712,IC1712
65868f78f30b23a817daa155,2017-12-15,2018-01-18,IC,IC1801,IC1801
65868f78f30b23a817daa156,2018-01-19,2018-02-09,IC,IC1802,IC1802
65868f78f30b23a817daa157,2018-02-12,2018-03-15,IC,IC1803,IC1803
65868f78f30b23a817daa158,2018-03-16,2018-04-19,IC,IC1804,IC1804
65868f78f30b23a817daa159,2018-04-20,2018-05-15,IC,IC1805,IC1805
65868f78f30b23a817daa15a,2018-05-16,2018-06-13,IC,IC1806,IC1806
65868f78f30b23a817daa15b,2018-06-14,2018-07-19,IC,IC1807,IC1807
65868f78f30b23a817daa15c,2018-07-20,2018-08-13,IC,IC1808,IC1808
65868f78f30b23a817daa15d,2018-08-14,2018-09-19,IC,IC1809,IC1809
65868f78f30b23a817daa15e,2018-09-20,2018-10-18,IC,IC1810,IC1810
65868f78f30b23a817daa15f,2018-10-19,2018-10-31,IC,IC1811,IC1811
65868f78f30b23a817daa160,2018-11-01,2018-12-20,IC,IC1812,IC1812
65868f78f30b23a817daa161,2018-12-21,2019-01-17,IC,IC1901,IC1901
65868f78f30b23a817daa162,2019-01-18,2019-01-31,IC,IC1902,IC1902
65868f78f30b23a817daa163,2019-02-01,2019-03-14,IC,IC1903,IC1903
65868f78f30b23a817daa164,2019-03-15,2019-04-18,IC,IC1904,IC1904
65868f78f30b23a817daa165,2019-04-19,2019-05-15,IC,IC1905,IC1905
65868f78f30b23a817daa166,2019-05-16,2019-06-20,IC,IC1906,IC1906
65868f78f30b23a817daa167,2019-06-21,2019-07-18,IC,IC1907,IC1907
65868f78f30b23a817daa168,2019-07-19,2019-08-13,IC,IC1908,IC1908
65868f78f30b23a817daa169,2019-08-14,2019-09-19,IC,IC1909,IC1909
65868f78f30b23a817daa16a,2019-09-20,2019-10-17,IC,IC1910,IC1910
65868f78f30b23a817daa16b,2019-10-18,2019-11-11,IC,IC1911,IC1911
65868f78f30b23a817daa16c,2019-11-12,2019-12-19,IC,IC1912,IC1912
65868f78f30b23a817daa16d,2019-12-20,2020-01-16,IC,IC2001,IC2001
65868f78f30b23a817daa16e,2020-01-17,2020-02-17,IC,IC2002,IC2002
65868f78f30b23a817daa16f,2020-02-18,2020-03-19,IC,IC2003,IC2003
65868f78f30b23a817daa170,2020-03-20,2020-04-16,IC,IC2004,IC2004
65868f78f30b23a817daa171,2020-04-17,2020-05-13,IC,IC2005,IC2005
65868f78f30b23a817daa172,2020-05-14,2020-06-18,IC,IC2006,IC2006
65868f78f30b23a817daa173,2020-06-19,2020-07-16,IC,IC2007,IC2007
65868f78f30b23a817daa174,2020-07-17,2020-08-18,IC,IC2008,IC2008
65868f78f30b23a817daa175,2020-08-19,2020-09-17,IC,IC2009,IC2009
65868f78f30b23a817daa176,2020-09-18,2020-10-15,IC,IC2010,IC2010
65868f78f30b23a817daa177,2020-10-16,2020-11-11,IC,IC2011,IC2011
65868f78f30b23a817daa178,2020-11-12,2020-12-17,IC,IC2012,IC2012
65868f78f30b23a817daa179,2020-12-18,2021-01-14,IC,IC2101,IC2101
65868f78f30b23a817daa17a,2021-01-15,2021-01-29,IC,IC2102,IC2102
65868f78f30b23a817daa17b,2021-02-01,2021-03-18,IC,IC2103,IC2103
65868f78f30b23a817daa17c,2021-03-19,2021-04-15,IC,IC2104,IC2104
65868f78f30b23a817daa17d,2021-04-16,2021-04-30,IC,IC2105,IC2105
65868f78f30b23a817daa17e,2021-05-06,2021-06-17,IC,IC2106,IC2106
65868f78f30b23a817daa17f,2021-06-18,2021-07-15,IC,IC2107,IC2107
65868f78f30b23a817daa180,2021-07-16,2021-08-03,IC,IC2108,IC2108
65868f78f30b23a817daa181,2021-08-04,2021-09-16,IC,IC2109,IC2109
65868f78f30b23a817daa182,2021-09-17,2021-10-14,IC,IC2110,IC2110
65868f78f30b23a817daa183,2021-10-15,2021-10-29,IC,IC2111,IC2111
65868f78f30b23a817daa184,2021-11-01,2021-12-16,IC,IC2112,IC2112
65868f78f30b23a817daa185,2021-12-17,2022-01-20,IC,IC2201,IC2201
65868f78f30b23a817daa186,2022-01-21,2022-01-28,IC,IC2202,IC2202
65868f78f30b23a817daa187,2022-02-07,2022-03-16,IC,IC2203,IC2203
65868f78f30b23a817daa188,2022-03-17,2022-04-13,IC,IC2204,IC2204
65868f78f30b23a817daa189,2022-04-14,2022-04-29,IC,IC2205,IC2205
65868f78f30b23a817daa18a,2022-05-05,2022-06-15,IC,IC2206,IC2206
65868f78f30b23a817daa18b,2022-06-16,2022-07-14,IC,IC2207,IC2207
65868f78f30b23a817daa18c,2022-07-15,2022-07-29,IC,IC2208,IC2208
65868f78f30b23a817daa18d,2022-08-01,2022-09-15,IC,IC2209,IC2209
65868f78f30b23a817daa18e,2022-09-16,2022-10-20,IC,IC2210,IC2210
65868f78f30b23a817daa18f,2022-10-21,2022-10-31,IC,IC2211,IC2211
65868f78f30b23a817daa190,2022-11-01,2022-12-15,IC,IC2212,IC2212
65868f78f30b23a817daa191,2022-12-16,2023-01-18,IC,IC2301,IC2301
65868f78f30b23a817daa192,2023-01-19,2023-01-31,IC,IC2302,IC2302
65868f78f30b23a817daa193,2023-02-01,2023-03-16,IC,IC2303,IC2303
65868f78f30b23a817daa194,2023-03-17,2023-04-20,IC,IC2304,IC2304
65868f78f30b23a817daa195,2023-04-21,2023-04-28,IC,IC2305,IC2305
65868f78f30b23a817daa196,2023-05-04,2023-06-15,IC,IC2306,IC2306
65868f78f30b23a817daa197,2023-06-16,2023-07-19,IC,IC2307,IC2307
65868f78f30b23a817daa198,2023-07-20,2023-07-31,IC,IC2308,IC2308
65868f78f30b23a817daa199,2023-08-01,2023-09-14,IC,IC2309,IC2309
65868f78f30b23a817daa19a,2023-09-15,2023-10-18,IC,IC2310,IC2310
65868f78f30b23a817daa19b,2023-10-19,2023-10-31,IC,IC2311,IC2311
65868f78f30b23a817daa19c,2023-11-01,2023-12-13,IC,IC2312,IC2312
65868f78f30b23a817daa19d,2023-12-14,2024-01-18,IC,IC2401,IC2401
65868f79f30b23a817daa19e,2010-04-16,2010-05-17,IF,IF1005,IF1005
65868f79f30b23a817daa19f,2010-05-18,2010-06-17,IF,IF1006,IF1006
65868f79f30b23a817daa1a0,2010-06-18,2010-07-14,IF,IF1007,IF1007
65868f79f30b23a817daa1a1,2010-07-15,2010-08-17,IF,IF1008,IF1008
65868f79f30b23a817daa1a2,2010-08-18,2010-09-16,IF,IF1009,IF1009
65868f79f30b23a817daa1a3,2010-09-17,2010-10-14,IF,IF1010,IF1010
65868f79f30b23a817daa1a4,2010-10-15,2010-11-11,IF,IF1011,IF1011
65868f79f30b23a817daa1a5,2010-11-12,2010-12-15,IF,IF1012,IF1012
65868f79f30b23a817daa1a6,2010-12-16,2011-01-19,IF,IF1101,IF1101
65868f79f30b23a817daa1a7,2011-01-20,2011-02-14,IF,IF1102,IF1102
65868f79f30b23a817daa1a8,2011-02-15,2011-03-16,IF,IF1103,IF1103
65868f79f30b23a817daa1a9,2011-03-17,2011-04-13,IF,IF1104,IF1104
65868f79f30b23a817daa1aa,2011-04-14,2011-05-17,IF,IF1105,IF1105
65868f79f30b23a817daa1ab,2011-05-18,2011-06-16,IF,IF1106,IF1106
65868f79f30b23a817daa1ac,2011-06-17,2011-07-14,IF,IF1107,IF1107
65868f79f30b23a817daa1ad,2011-07-15,2011-08-15,IF,IF1108,IF1108
65868f79f30b23a817daa1ae,2011-08-16,2011-09-15,IF,IF1109,IF1109
65868f79f30b23a817daa1af,2011-09-16,2011-10-18,IF,IF1110,IF1110
65868f79f30b23a817daa1b0,2011-10-19,2011-11-15,IF,IF1111,IF1111
65868f79f30b23a817daa1b1,2011-11-16,2011-12-15,IF,IF1112,IF1112
65868f79f30b23a817daa1b2,2011-12-16,2012-01-17,IF,IF1201,IF1201
65868f79f30b23a817daa1b3,2012-01-18,2012-02-14,IF,IF1202,IF1202
65868f79f30b23a817daa1b4,2012-02-15,2012-03-14,IF,IF1203,IF1203
65868f79f30b23a817daa1b5,2012-03-15,2012-04-17,IF,IF1204,IF1204
65868f79f30b23a817daa1b6,2012-04-18,2012-05-15,IF,IF1205,IF1205
65868f79f30b23a817daa1b7,2012-05-16,2012-06-12,IF,IF1206,IF1206
65868f79f30b23a817daa1b8,2012-06-13,2012-07-18,IF,IF1207,IF1207
65868f79f30b23a817daa1b9,2012-07-19,2012-08-15,IF,IF1208,IF1208
65868f79f30b23a817daa1ba,2012-08-16,2012-09-18,IF,IF1209,IF1209
65868f79f30b23a817daa1bb,2012-09-19,2012-10-17,IF,IF1210,IF1210
65868f79f30b23a817daa1bc,2012-10-18,2012-11-14,IF,IF1211,IF1211
65868f79f30b23a817daa1bd,2012-11-15,2012-12-17,IF,IF1212,IF1212
65868f79f30b23a817daa1be,2012-12-18,2013-01-16,IF,IF1301,IF1301
65868f79f30b23a817daa1bf,2013-01-17,2013-02-04,IF,IF1302,IF1302
65868f79f30b23a817daa1c0,2013-02-05,2013-03-14,IF,IF1303,IF1303
65868f79f30b23a817daa1c1,2013-03-15,2013-04-17,IF,IF1304,IF1304
65868f79f30b23a817daa1c2,2013-04-18,2013-05-10,IF,IF1305,IF1305
65868f79f30b23a817daa1c3,2013-05-13,2013-06-18,IF,IF1306,IF1306
65868f79f30b23a817daa1c4,2013-06-19,2013-07-17,IF,IF1307,IF1307
65868f79f30b23a817daa1c5,2013-07-18,2013-08-13,IF,IF1308,IF1308
65868f79f30b23a817daa1c6,2013-08-14,2013-09-17,IF,IF1309,IF1309
65868f79f30b23a817daa1c7,2013-09-18,2013-10-17,IF,IF1310,IF1310
65868f79f30b23a817daa1c8,2013-10-18,2013-11-13,IF,IF1311,IF1311
65868f79f30b23a817daa1c9,2013-11-14,2013-12-19,IF,IF1312,IF1312
65868f79f30b23a817daa1ca,2013-12-20,2014-01-16,IF,IF1401,IF1401
65868f79f30b23a817daa1cb,2014-01-17,2014-02-17,IF,IF1402,IF1402
65868f79f30b23a817daa1cc,2014-02-18,2014-03-19,IF,IF1403,IF1403
65868f79f30b23a817daa1cd,2014-03-20,2014-04-17,IF,IF1404,IF1404
65868f79f30b23a817daa1ce,2014-04-18,2014-05-13,IF,IF1405,IF1405
65868f79f30b23a817daa1cf,2014-05-14,2014-06-17,IF,IF1406,IF1406
65868f79f30b23a817daa1d0,2014-06-18,2014-07-17,IF,IF1407,IF1407
65868f79f30b23a817daa1d1,2014-07-18,2014-08-13,IF,IF1408,IF1408
65868f79f30b23a817daa1d2,2014-08-14,2014-09-17,IF,IF1409,IF1409
65868f79f30b23a817daa1d3,2014-09-18,2014-10-16,IF,IF1410,IF1410
65868f79f30b23a817daa1d4,2014-10-17,2014-11-18,IF,IF1411,IF1411
65868f79f30b23a817daa1d5,2014-11-19,2014-12-16,IF,IF1412,IF1412
65868f79f30b23a817daa1d6,2014-12-17,2015-01-15,IF,IF1501,IF1501
65868f79f30b23a817daa1d7,2015-01-16,2015-02-12,IF,IF1502,IF1502
65868f79f30b23a817daa1d8,2015-02-13,2015-03-18,IF,IF1503,IF1503
65868f79f30b23a817daa1d9,2015-03-19,2015-04-16,IF,IF1504,IF1504
65868f79f30b23a817daa1da,2015-04-17,2015-05-12,IF,IF1505,IF1505
65868f79f30b23a817daa1db,2015-05-13,2015-06-17,IF,IF1506,IF1506
65868f79f30b23a817daa1dc,2015-06-18,2015-07-16,IF,IF1507,IF1507
65868f79f30b23a817daa1dd,2015-07-17,2015-08-18,IF,IF1508,IF1508
65868f79f30b23a817daa1de,2015-08-19,2015-09-17,IF,IF1509,IF1509
65868f79f30b23a817daa1df,2015-09-18,2015-10-15,IF,IF1510,IF1510
65868f79f30b23a817daa1e0,2015-10-16,2015-11-16,IF,IF1511,IF1511
65868f79f30b23a817daa1e1,2015-11-17,2015-12-17,IF,IF1512,IF1512
65868f79f30b23a817daa1e2,2015-12-18,2016-01-14,IF,IF1601,IF1601
65868f79f30b23a817daa1e3,2016-01-15,2016-02-16,IF,IF1602,IF1602
65868f79f30b23a817daa1e4,2016-02-17,2016-03-17,IF,IF1603,IF1603
65868f79f30b23a817daa1e5,2016-03-18,2016-04-14,IF,IF1604,IF1604
65868f79f30b23a817daa1e6,2016-04-15,2016-05-17,IF,IF1605,IF1605
65868f79f30b23a817daa1e7,2016-05-18,2016-06-15,IF,IF1606,IF1606
65868f79f30b23a817daa1e8,2016-06-16,2016-07-13,IF,IF1607,IF1607
65868f79f30b23a817daa1e9,2016-07-14,2016-08-16,IF,IF1608,IF1608
65868f79f30b23a817daa1ea,2016-08-17,2016-09-13,IF,IF1609,IF1609
65868f79f30b23a817daa1eb,2016-09-14,2016-10-19,IF,IF1610,IF1610
65868f79f30b23a817daa1ec,2016-10-20,2016-11-15,IF,IF1611,IF1611
65868f79f30b23a817daa1ed,2016-11-16,2016-12-14,IF,IF1612,IF1612
65868f79f30b23a817daa1ee,2016-12-15,2017-01-18,IF,IF1701,IF1701
65868f79f30b23a817daa1ef,2017-01-19,2017-02-13,IF,IF1702,IF1702
65868f79f30b23a817daa1f0,2017-02-14,2017-03-15,IF,IF1703,IF1703
65868f79f30b23a817daa1f1,2017-03-16,2017-04-19,IF,IF1704,IF1704
65868f79f30b23a817daa1f2,2017-04-20,2017-05-16,IF,IF1705,IF1705
65868f79f30b23a817daa1f3,2017-05-17,2017-06-15,IF,IF1706,IF1706
65868f79f30b23a817daa1f4,2017-06-16,2017-07-20,IF,IF1707,IF1707
65868f79f30b23a817daa1f5,2017-07-21,2017-08-15,IF,IF1708,IF1708
65868f79f30b23a817daa1f6,2017-08-16,2017-09-14,IF,IF1709,IF1709
65868f79f30b23a817daa1f7,2017-09-15,2017-10-19,IF,IF1710,IF1710
65868f79f30b23a817daa1f8,2017-10-20,2017-11-14,IF,IF1711,IF1711
65868f79f30b23a817daa1f9,2017-11-15,2017-12-13,IF,IF1712,IF1712
65868f79f30b23a817daa1fa,2017-12-14,2018-01-18,IF,IF1801,IF1801
65868f79f30b23a817daa1fb,2018-01-19,2018-02-08,IF,IF1802,IF1802
65868f79f30b23a817daa1fc,2018-02-09,2018-03-15,IF,IF1803,IF1803
65868f79f30b23a817daa1fd,2018-03-16,2018-04-19,IF,IF1804,IF1804
65868f79f30b23a817daa1fe,2018-04-20,2018-05-15,IF,IF1805,IF1805
65868f79f30b23a817daa1ff,2018-05-16,2018-06-14,IF,IF1806,IF1806
65868f79f30b23a817daa200,2018-06-15,2018-07-19,IF,IF1807,IF1807
65868f79f30b23a817daa201,2018-07-20,2018-08-14,IF,IF1808,IF1808
65868f79f30b23a817daa202,2018-08-15,2018-09-20,IF,IF1809,IF1809
65868f79f30b23a817daa203,2018-09-21,2018-10-18,IF,IF1810,IF1810
65868f79f30b23a817daa204,2018-10-19,2018-11-13,IF,IF1811,IF1811
65868f79f30b23a817daa205,2018-11-14,2018-12-20,IF,IF1812,IF1812
65868f79f30b23a817daa206,2018-12-21,2019-01-17,IF,IF1901,IF1901
65868f79f30b23a817daa207,2019-01-18,2019-02-11,IF,IF1902,IF1902
65868f79f30b23a817daa208,2019-02-12,2019-03-14,IF,IF1903,IF1903
